model_name,dockq_wave
afm_dropout_full_model_2_multimer_v1_pred_51.pdb,0.756
afm_dropout_full_model_2_multimer_v1_pred_17.pdb,0.756
afm_woTemplates_model_2_multimer_v1_pred_58.pdb,0.756
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_24.pdb,0.756
afm_dropout_full_model_2_multimer_v1_pred_18.pdb,0.756
afm_woTemplates_model_2_multimer_v1_pred_37.pdb,0.756
cf_woTemplates_model_3_multimer_v1_pred_66.pdb,0.756
afm_woTemplates_model_2_multimer_v1_pred_20.pdb,0.756
afm_woTemplates_model_2_multimer_v1_pred_35.pdb,0.755
cf_woTemplates_model_2_multimer_v1_pred_6.pdb,0.755
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_14.pdb,0.755
afm_dropout_full_model_2_multimer_v1_pred_7.pdb,0.755
afm_basic_model_2_multimer_v1_pred_8.pdb,0.755
afm_woTemplates_model_2_multimer_v1_pred_27.pdb,0.755
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_5.pdb,0.755
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_49.pdb,0.754
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_43.pdb,0.754
afm_basic_model_2_multimer_v1_pred_16.pdb,0.754
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_42.pdb,0.754
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_39.pdb,0.754
afm_woTemplates_model_5_multimer_v3_pred_17.pdb,0.754
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_59.pdb,0.754
afm_dropout_full_model_2_multimer_v1_pred_22.pdb,0.753
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_14.pdb,0.753
afm_dropout_full_model_2_multimer_v1_pred_14.pdb,0.753
afm_woTemplates_model_1_multimer_v1_pred_45.pdb,0.753
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_25.pdb,0.753
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_8.pdb,0.752
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_61.pdb,0.752
afm_woTemplates_model_2_multimer_v1_pred_24.pdb,0.752
afm_woTemplates_model_2_multimer_v1_pred_28.pdb,0.751
afm_basic_model_3_multimer_v1_pred_61.pdb,0.751
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_0.pdb,0.751
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_15.pdb,0.751
cf_woTemplates_model_1_multimer_v1_pred_22.pdb,0.751
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_36.pdb,0.751
afm_dropout_full_model_3_multimer_v1_pred_12.pdb,0.75
afm_woTemplates_model_5_multimer_v3_pred_66.pdb,0.75
afm_woTemplates_model_2_multimer_v1_pred_2.pdb,0.75
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_33.pdb,0.75
afm_basic_model_2_multimer_v1_pred_5.pdb,0.75
afm_woTemplates_model_2_multimer_v1_pred_45.pdb,0.749
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_37.pdb,0.749
afm_basic_model_1_multimer_v3_pred_63.pdb,0.749
afm_dropout_full_model_3_multimer_v1_pred_43.pdb,0.749
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_20.pdb,0.748
afm_woTemplates_model_2_multimer_v1_pred_15.pdb,0.748
afm_basic_model_3_multimer_v1_pred_41.pdb,0.748
afm_woTemplates_model_2_multimer_v1_pred_40.pdb,0.748
afm_dropout_full_model_2_multimer_v1_pred_16.pdb,0.748
afm_basic_model_2_multimer_v2_pred_54.pdb,0.748
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_53.pdb,0.748
afm_basic_model_3_multimer_v1_pred_66.pdb,0.747
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_26.pdb,0.747
cf_woTemplates_model_2_multimer_v1_pred_54.pdb,0.747
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_17.pdb,0.746
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_8.pdb,0.746
afm_dropout_full_model_4_multimer_v1_pred_57.pdb,0.745
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_37.pdb,0.745
cf_woTemplates_model_3_multimer_v1_pred_63.pdb,0.745
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_39.pdb,0.745
afm_basic_model_3_multimer_v1_pred_9.pdb,0.745
afm_dropout_full_model_3_multimer_v1_pred_46.pdb,0.744
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_66.pdb,0.744
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_19.pdb,0.744
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_51.pdb,0.743
cf_woTemplates_model_2_multimer_v1_pred_11.pdb,0.742
afm_dropout_full_model_4_multimer_v1_pred_16.pdb,0.742
afm_dropout_full_model_2_multimer_v1_pred_29.pdb,0.742
afm_basic_model_3_multimer_v1_pred_57.pdb,0.741
afm_woTemplates_model_2_multimer_v1_pred_34.pdb,0.741
afm_dropout_full_model_2_multimer_v1_pred_37.pdb,0.741
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_54.pdb,0.74
afm_dropout_full_model_4_multimer_v1_pred_28.pdb,0.74
afm_basic_model_2_multimer_v1_pred_27.pdb,0.74
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_38.pdb,0.739
cf_woTemplates_model_1_multimer_v3_pred_20.pdb,0.739
afm_dropout_full_model_4_multimer_v1_pred_10.pdb,0.739
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_57.pdb,0.739
afm_woTemplates_model_2_multimer_v1_pred_44.pdb,0.739
cf_woTemplates_model_4_multimer_v1_pred_19.pdb,0.739
afm_woTemplates_model_2_multimer_v1_pred_46.pdb,0.738
cf_woTemplates_model_2_multimer_v2_pred_44.pdb,0.738
cf_woTemplates_model_3_multimer_v1_pred_22.pdb,0.738
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_46.pdb,0.738
afm_woTemplates_model_2_multimer_v2_pred_35.pdb,0.738
cf_woTemplates_model_4_multimer_v1_pred_4.pdb,0.737
afm_woTemplates_model_2_multimer_v1_pred_23.pdb,0.737
cf_woTemplates_model_5_multimer_v1_pred_53.pdb,0.737
cf_woTemplates_model_4_multimer_v1_pred_21.pdb,0.737
afm_basic_model_3_multimer_v1_pred_15.pdb,0.737
cf_woTemplates_model_2_multimer_v1_pred_55.pdb,0.737
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_41.pdb,0.736
cf_woTemplates_model_4_multimer_v3_pred_62.pdb,0.736
afm_basic_model_2_multimer_v1_pred_41.pdb,0.735
afm_basic_model_1_multimer_v3_pred_45.pdb,0.735
afm_basic_model_2_multimer_v2_pred_63.pdb,0.735
afm_woTemplates_model_3_multimer_v1_pred_38.pdb,0.735
afm_basic_model_3_multimer_v1_pred_18.pdb,0.735
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_37.pdb,0.735
cf_woTemplates_model_4_multimer_v1_pred_20.pdb,0.735
afm_basic_model_1_multimer_v3_pred_52.pdb,0.734
afm_woTemplates_model_1_multimer_v3_pred_19.pdb,0.734
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_37.pdb,0.734
afm_woTemplates_model_3_multimer_v1_pred_8.pdb,0.734
afm_dropout_full_model_3_multimer_v1_pred_66.pdb,0.733
afm_basic_model_1_multimer_v1_pred_61.pdb,0.733
afm_basic_model_2_multimer_v2_pred_12.pdb,0.733
afm_basic_model_3_multimer_v1_pred_62.pdb,0.732
cf_woTemplates_model_4_multimer_v1_pred_61.pdb,0.732
afm_woTemplates_model_2_multimer_v2_pred_18.pdb,0.732
afm_basic_model_1_multimer_v3_pred_65.pdb,0.731
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_5.pdb,0.731
afm_dropout_full_model_2_multimer_v1_pred_46.pdb,0.731
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_66.pdb,0.731
afm_basic_model_2_multimer_v2_pred_32.pdb,0.731
afm_woTemplates_model_1_multimer_v3_pred_15.pdb,0.731
afm_basic_model_1_multimer_v3_pred_60.pdb,0.731
afm_basic_model_1_multimer_v3_pred_2.pdb,0.731
afm_basic_model_1_multimer_v3_pred_44.pdb,0.731
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_58.pdb,0.73
cf_woTemplates_model_4_multimer_v1_pred_35.pdb,0.73
afm_basic_model_1_multimer_v3_pred_18.pdb,0.73
afm_basic_model_1_multimer_v3_pred_9.pdb,0.73
cf_woTemplates_model_4_multimer_v1_pred_48.pdb,0.73
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_45.pdb,0.73
afm_woTemplates_model_3_multimer_v1_pred_60.pdb,0.73
afm_basic_model_1_multimer_v3_pred_21.pdb,0.73
cf_woTemplates_model_2_multimer_v1_pred_33.pdb,0.729
cf_woTemplates_model_2_multimer_v2_pred_50.pdb,0.729
afm_basic_model_3_multimer_v1_pred_33.pdb,0.729
afm_basic_model_2_multimer_v1_pred_64.pdb,0.729
afm_woTemplates_model_1_multimer_v3_pred_45.pdb,0.729
cf_woTemplates_model_4_multimer_v1_pred_58.pdb,0.729
cf_woTemplates_model_4_multimer_v1_pred_66.pdb,0.728
cf_woTemplates_model_2_multimer_v1_pred_23.pdb,0.728
cf_woTemplates_model_1_multimer_v3_pred_64.pdb,0.728
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_45.pdb,0.728
afm_basic_model_2_multimer_v1_pred_36.pdb,0.728
afm_woTemplates_model_2_multimer_v1_pred_1.pdb,0.728
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_64.pdb,0.728
cf_woTemplates_model_4_multimer_v1_pred_43.pdb,0.728
afm_woTemplates_model_4_multimer_v1_pred_59.pdb,0.728
afm_basic_model_1_multimer_v3_pred_17.pdb,0.727
afm_woTemplates_model_1_multimer_v3_pred_27.pdb,0.727
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_62.pdb,0.727
afm_dropout_full_model_2_multimer_v1_pred_35.pdb,0.727
cf_woTemplates_model_1_multimer_v2_pred_46.pdb,0.727
afm_basic_model_1_multimer_v3_pred_46.pdb,0.727
afm_dropout_full_model_4_multimer_v1_pred_51.pdb,0.727
afm_basic_model_1_multimer_v3_pred_57.pdb,0.727
afm_basic_model_1_multimer_v3_pred_6.pdb,0.727
afm_dropout_full_model_2_multimer_v2_pred_9.pdb,0.726
cf_woTemplates_model_1_multimer_v3_pred_57.pdb,0.726
cf_woTemplates_model_2_multimer_v1_pred_7.pdb,0.726
afm_basic_model_1_multimer_v1_pred_12.pdb,0.726
cf_woTemplates_model_1_multimer_v3_pred_15.pdb,0.726
cf_woTemplates_model_2_multimer_v1_pred_26.pdb,0.726
cf_woTemplates_model_1_multimer_v3_pred_51.pdb,0.725
cf_woTemplates_model_1_multimer_v3_pred_39.pdb,0.725
cf_woTemplates_model_1_multimer_v2_pred_31.pdb,0.724
afm_basic_model_3_multimer_v1_pred_52.pdb,0.724
afm_basic_model_5_multimer_v1_pred_47.pdb,0.724
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb,0.724
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_1.pdb,0.724
afm_dropout_full_model_2_multimer_v2_pred_63.pdb,0.724
afm_basic_model_1_multimer_v3_pred_51.pdb,0.724
afm_woTemplates_model_1_multimer_v3_pred_63.pdb,0.724
afm_basic_model_1_multimer_v3_pred_10.pdb,0.724
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_37.pdb,0.724
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_55.pdb,0.724
afm_basic_model_1_multimer_v3_pred_5.pdb,0.724
cf_woTemplates_model_1_multimer_v3_pred_61.pdb,0.724
afm_dropout_full_model_4_multimer_v3_pred_8.pdb,0.724
afm_basic_model_2_multimer_v1_pred_54.pdb,0.724
afm_dropout_full_model_4_multimer_v1_pred_39.pdb,0.724
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_27.pdb,0.723
afm_woTemplates_model_2_multimer_v1_pred_31.pdb,0.723
cf_woTemplates_model_5_multimer_v1_pred_30.pdb,0.723
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_39.pdb,0.723
cf_woTemplates_model_2_multimer_v2_pred_39.pdb,0.723
afm_basic_model_4_multimer_v3_pred_39.pdb,0.723
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.723
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.722
cf_woTemplates_model_2_multimer_v1_pred_21.pdb,0.722
afm_woTemplates_model_3_multimer_v1_pred_58.pdb,0.722
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_4.pdb,0.722
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_17.pdb,0.722
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_45.pdb,0.722
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_38.pdb,0.722
cf_woTemplates_model_4_multimer_v1_pred_26.pdb,0.722
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.722
cf_woTemplates_model_4_multimer_v1_pred_50.pdb,0.721
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_29.pdb,0.721
afm_basic_model_1_multimer_v1_pred_40.pdb,0.721
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.721
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_39.pdb,0.721
cf_woTemplates_model_2_multimer_v1_pred_22.pdb,0.721
afm_dropout_full_model_2_multimer_v2_pred_31.pdb,0.721
afm_woTemplates_model_5_multimer_v1_pred_6.pdb,0.72
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_54.pdb,0.72
cf_woTemplates_model_4_multimer_v3_pred_11.pdb,0.72
cf_woTemplates_model_2_multimer_v2_pred_8.pdb,0.72
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_64.pdb,0.72
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_3.pdb,0.72
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_18.pdb,0.72
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_29.pdb,0.72
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_11.pdb,0.72
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_2.pdb,0.72
afm_basic_model_4_multimer_v1_pred_63.pdb,0.72
afm_woTemplates_model_2_multimer_v2_pred_56.pdb,0.719
afm_basic_model_3_multimer_v1_pred_13.pdb,0.719
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_43.pdb,0.719
afm_dropout_full_model_4_multimer_v3_pred_60.pdb,0.719
cf_woTemplates_model_2_multimer_v1_pred_34.pdb,0.719
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_52.pdb,0.719
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_4.pdb,0.719
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_65.pdb,0.719
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_38.pdb,0.719
cf_woTemplates_model_1_multimer_v3_pred_29.pdb,0.719
afm_basic_model_2_multimer_v1_pred_34.pdb,0.719
afm_woTemplates_model_3_multimer_v1_pred_12.pdb,0.719
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_28.pdb,0.719
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_1.pdb,0.718
cf_woTemplates_model_4_multimer_v1_pred_25.pdb,0.718
afm_basic_model_4_multimer_v3_pred_5.pdb,0.718
afm_woTemplates_model_3_multimer_v1_pred_44.pdb,0.718
cf_woTemplates_model_4_multimer_v1_pred_2.pdb,0.718
afm_dropout_full_model_3_multimer_v1_pred_34.pdb,0.718
afm_woTemplates_model_4_multimer_v3_pred_22.pdb,0.718
cf_woTemplates_model_2_multimer_v2_pred_28.pdb,0.718
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_33.pdb,0.718
afm_basic_model_4_multimer_v1_pred_15.pdb,0.718
afm_woTemplates_model_2_multimer_v2_pred_5.pdb,0.718
cf_woTemplates_model_2_multimer_v1_pred_56.pdb,0.718
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_24.pdb,0.717
afm_basic_model_1_multimer_v3_pred_19.pdb,0.717
cf_woTemplates_model_4_multimer_v1_pred_6.pdb,0.717
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_27.pdb,0.717
cf_woTemplates_model_4_multimer_v1_pred_5.pdb,0.717
cf_woTemplates_model_4_multimer_v1_pred_22.pdb,0.716
afm_basic_model_4_multimer_v1_pred_52.pdb,0.716
afm_dropout_full_model_2_multimer_v2_pred_47.pdb,0.716
afm_basic_model_4_multimer_v3_pred_44.pdb,0.716
afm_basic_model_4_multimer_v3_pred_32.pdb,0.716
afm_dropout_full_model_2_multimer_v2_pred_59.pdb,0.716
afm_basic_model_2_multimer_v2_pred_0.pdb,0.716
afm_basic_model_4_multimer_v3_pred_40.pdb,0.716
afm_woTemplates_model_4_multimer_v3_pred_17.pdb,0.716
cf_woTemplates_model_4_multimer_v1_pred_56.pdb,0.716
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_65.pdb,0.716
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_33.pdb,0.715
afm_woTemplates_model_2_multimer_v2_pred_41.pdb,0.715
afm_basic_model_2_multimer_v2_pred_59.pdb,0.715
afm_basic_model_2_multimer_v2_pred_65.pdb,0.715
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_12.pdb,0.715
afm_woTemplates_model_4_multimer_v3_pred_39.pdb,0.715
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_18.pdb,0.715
afm_dropout_full_model_5_multimer_v3_pred_11.pdb,0.715
afm_woTemplates_model_2_multimer_v2_pred_4.pdb,0.714
cf_woTemplates_model_4_multimer_v3_pred_54.pdb,0.714
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_46.pdb,0.714
cf_woTemplates_model_4_multimer_v1_pred_8.pdb,0.714
cf_woTemplates_model_4_multimer_v1_pred_9.pdb,0.714
afm_woTemplates_model_1_multimer_v2_pred_10.pdb,0.713
afm_woTemplates_model_2_multimer_v2_pred_43.pdb,0.713
afm_woTemplates_model_2_multimer_v2_pred_13.pdb,0.713
afm_woTemplates_model_4_multimer_v1_pred_45.pdb,0.713
afm_basic_model_2_multimer_v2_pred_8.pdb,0.713
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_10.pdb,0.713
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_6.pdb,0.713
afm_basic_model_2_multimer_v2_pred_33.pdb,0.713
afm_woTemplates_model_1_multimer_v2_pred_27.pdb,0.713
cf_woTemplates_model_2_multimer_v2_pred_20.pdb,0.713
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_4.pdb,0.713
afm_basic_model_1_multimer_v2_pred_47.pdb,0.712
cf_woTemplates_model_2_multimer_v1_pred_43.pdb,0.712
afm_woTemplates_model_4_multimer_v3_pred_37.pdb,0.712
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_63.pdb,0.712
afm_basic_model_3_multimer_v1_pred_38.pdb,0.712
afm_basic_model_1_multimer_v2_pred_31.pdb,0.712
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_52.pdb,0.712
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_44.pdb,0.712
afm_woTemplates_model_1_multimer_v2_pred_34.pdb,0.711
afm_woTemplates_model_1_multimer_v2_pred_47.pdb,0.711
afm_basic_model_1_multimer_v2_pred_18.pdb,0.711
afm_dropout_full_model_2_multimer_v2_pred_17.pdb,0.711
afm_basic_model_2_multimer_v2_pred_21.pdb,0.711
afm_woTemplates_model_2_multimer_v2_pred_60.pdb,0.711
afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_26.pdb,0.711
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.711
